"p_val" "avg_log2FC" "pct.1" "pct.2" "p_val_adj" "cluster" "gene"
"CUTA" 1.17015217362799e-119 0.290559626804934 0.951 0.681 2.73803907107213e-115 "0" "CUTA"
"TXNDC17" 1.25177452523385e-119 0.311053874589334 0.932 0.651 2.9290272115947e-115 "0" "TXNDC17"
"NDUFB9" 7.46869925146782e-119 0.287188607240374 0.914 0.637 1.74760093785096e-114 "0" "NDUFB9"
"CD68" 9.24121024323586e-119 0.328045057686679 0.994 0.858 2.16235078481476e-114 "0" "CD68"
"EIF6" 5.80515872277314e-118 0.252494902142838 0.855 0.521 1.35834908954169e-113 "0" "EIF6"
"CTSZ" 3.22277188120348e-117 0.413383182914992 0.965 0.728 7.54096392482803e-113 "0" "CTSZ"
"MRPL57" 2.4369426899803e-116 0.250773190873572 0.922 0.6 5.7022022002849e-112 "0" "MRPL57"
"NOP10" 5.87590482321077e-115 0.270048650161397 0.932 0.641 1.37490296958309e-110 "0" "NOP10"
"FXYD5" 3.71061230203543e-114 0.27426774675828 0.969 0.723 8.68246172553271e-110 "0" "FXYD5"
"S100A4" 8.7056242295861e-114 0.36493598408736 0.995 0.961 2.03702901348085e-109 "0" "S100A4"
"LAPTM5" 1.3656059277209e-112 0.273821596789743 0.992 0.861 3.19538131027413e-108 "0" "LAPTM5"
